Thoi_gian,Bien_so,Do_chuan_xac,Trang_thai
2026-03-05 10:45:28,3UE7779,0.68,Tu choi
2026-03-05 10:45:30,99E7ZZ68,0.71,Tu choi
2026-03-05 10:45:30,99E7226,0.73,Tu choi
2026-03-05 10:45:31,99E72268,0.71,Vao
2026-03-05 10:45:32,99E7ZZ68,0.80,Tu choi
2026-03-05 10:45:32,99ETZZ6,0.84,Tu choi
2026-03-05 10:45:34,99EFZZ6,0.84,Tu choi
2026-03-05 10:45:35,99E7ZZ6,0.80,Tu choi
2026-03-05 10:45:35,99E7226,0.83,Tu choi
2026-03-05 10:45:35,99E72226,0.87,Vao
2026-03-05 10:45:36,99E7ZZZ6,0.82,Tu choi
2026-03-05 10:45:36,99E7226,0.78,Tu choi
2026-03-05 10:45:37,99E7222S,0.82,Tu choi
2026-03-05 10:45:38,99E7Z26,0.75,Tu choi
2026-03-05 10:45:38,99E72ZZ68,0.81,Tu choi
2026-03-05 10:45:38,99E72Z268,0.77,Tu choi
2026-03-05 10:45:39,99E72268,0.73,Ra
2026-03-05 10:45:39,99E7Z26,0.83,Tu choi
2026-03-05 10:45:39,99E72226,0.78,Ra
2026-03-05 10:45:40,99E7226,0.75,Tu choi
2026-03-05 10:45:40,99E72268,0.71,Vao
2026-03-05 10:45:40,99E7226,0.76,Tu choi
2026-03-05 10:45:42,99E7ZZ6,0.79,Tu choi
2026-03-05 10:45:42,99E72268,0.77,Ra
2026-03-05 10:45:42,99E7226,0.72,Tu choi
2026-03-05 10:45:43,99E72268,0.72,Vao
2026-03-18 15:12:05,99E72ZZ68,0.82,Loi DB
2026-03-18 15:12:13,99EFZZZ5B,0.89,Loi DB
2026-03-18 15:12:22,99E7ZZZ68Z,0.78,Loi DB
2026-03-18 15:12:26,99E7Z2Z6,0.86,Loi DB
